Source,Page,Position,Item No.,Item Name,Unit Price,Set Up Dimension,Weight Stack,N.W.,G.W.,Volume,Photo File,Image,Image Source,Source URL,Catalog Page
Price_List,5,16,M3-1015A,Seated Row/Rear Delt,"US$1,055",788*1458*1852mm,263lbs/119.25kg,147kg,187kg,2,photos/Price_List_M3-1015A_p5.png,images/M3-1015A - Seated Row_Rear Delt/01 - Seated Row_Rear Delt.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,49
Price_List,5,17,M3-1016,Back Extension,"US$1,026",945*1338*1518mm,293lbs/132.75kg,142kg,182kg,1.2,photos/Price_List_M3-1016_p5.png,images/M3-1016 - Back Extension/01 - Back Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,49
Price_List,5,18,M3-1017,Pec Fly/Rear Delt,US$986,1380*1227*1868mm,218lbs/99kg,170kg,210kg,1.2,photos/Price_List_M3-1017_p5.png,images/M3-1017 - Pec Fly_Rear Delt/01 - Pec Fly_Rear Delt.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,49
Price_List,5,19,M3-1018,Seated Leg Curl,"US$1,072",1073*1067*1618mm,293lbs/132.75kg,170kg,210kg,1.3,photos/Price_List_M3-1018_p5.png,images/M3-1018 - Seated Leg Curl/01 - Seated Leg Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,50
Price_List,6,20,M3-1019,Standing Calf Raise,US$986,992*1102*1633mm,263lbs/119.25kg,123kg,163kg,1.2,photos/Price_List_M3-1019_p6.png,images/M3-1019 - Standing Calf Raise/01 - Standing Calf Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,50
Price_List,6,21,M3-1020,Chin/Dip Assist,"US$1,043",992*1921*2340mm,263lbs/119.25kg,245kg,285kg,1.6,photos/Price_List_M3-1020_p6.png,images/M3-1020 - Chin_Dip Assist/01 - Chin_Dip Assist.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,50
Price_List,6,22,M3-1021,Rotary Torso Rotation,US$959,759*1163*1618mm,263lbs/119.25kg,137kg,177kg,1.2,photos/Price_List_M3-1021_p6.png,images/M3-1021 - Rotary Torso Rotation/01 - Rotary Torso Rotation.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,51
Price_List,6,23,M3-1022,Glute Machine,"US$1,043",1108*1117*1518mm,174lbs/78.75kg,148kg,182kg,0.8,photos/Price_List_M3-1022_p6.png,images/M3-1022 - Glute Machine/01 - Glute Machine.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,51
Price_List,6,24,M3-1023,Glute Machine,"US$1,297",2011*1101*1618mm,174lbs/78.75kg,220kg,260kg,1.3,photos/Price_List_M3-1023_p6.png,images/M3-1023 - Glute Machine/01 - Glute Machine.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,51
Price_List,7,1,M2-1001,Chest Press,US$913,1343*1313*1515mm,263lbs/119.25kg,188kg,228kg,1.5,photos/Price_List_M2-1001_p7.png,images/M2-1001 - Chest Press/01 - Chest Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,54
Price_List,7,2,M2-1002,Lat Raise,US$874,1140*1190*1515mm,174lbs/78.75kg,165kg,205kg,1.2,photos/Price_List_M2-1002_p7.png,images/M2-1002 - Lat Raise/01 - Lat Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,54
Price_List,7,3,M2-1003,Hip Abductor,US$874,960*1555*1515mm,218lbs/99kg,160kg,200kg,2,photos/Price_List_M2-1003_p7.png,images/M2-1003 - Hip Abductor/01 - Hip Abductor.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,54
Price_List,7,4,M2-1004,Hip Adductor,US$874,960*1555*1515mm,218lbs/99kg,160kg,200kg,2,photos/Price_List_M2-1004_p7.png,images/M2-1004 - Hip Adductor/01 - Hip Adductor.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,55
Price_List,7,5,M2-1005,Leg Extension,US$902,1255*1080*1615mm,293lbs/132.75kg,153kg,193kg,1.4,photos/Price_List_M2-1005_p7.png,images/M2-1005 - Leg Extension/01 - Leg Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,55
Price_List,7,6,M2-1006,Prone Leg Curl,US$846,1045*1500*1518mm,263lbs/119.25kg,132kg,172kg,1.1,photos/Price_List_M2-1006_p7.png,images/M2-1006 - Prone Leg Curl/01 - Prone Leg Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,55
Price_List,7,7,M2-1007,Seated Shoulder Press,US$854,1455*1685*1515mm,218lbs/99kg,172kg,212kg,1.6,photos/Price_List_M2-1007_p7.png,images/M2-1007 - Seated Shoulder Press/01 - Seated Shoulder Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,56
Price_List,7,8,M2-1008,Abdominal Crunch,US$848,1285*1095*1515mm,218lbs/99kg,155kg,195kg,1.4,photos/Price_List_M2-1008_p7.png,images/M2-1008 - Abdominal Crunch/01 - Abdominal Crunch.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,56
Price_List,7,,M2-1008B,前后联动 左右旋转,US$968,,,,,,photos/Price_List_M2-1008B_p7.png,images/M2-1008B - 前后联动 左右旋转/01 - 前后联动 左右旋转.png,Fallback from supplied price-list PDF (no matching image in 2025 web catalog),,
Price_List,8,9,M2-1009,Seated Leg Press,"US$1,128",1945*1010*1715mm,293lbs/132.75kg,256kg,296kg,1.9,photos/Price_List_M2-1009_p8.png,images/M2-1009 - Seated Leg Press/01 - Seated Leg Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,56
Price_List,8,10,M2-1010A,Seated Biceps Curl,US$865,1200*1375*1515mm,174lbs/78.75kg,140kg,180kg,1.4,photos/Price_List_M2-1010A_p8.png,images/M2-1010A - Seated Biceps Curl/01 - Seated Biceps Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,57
Price_List,8,11,M2-1010B,Seated Biceps Curl,US$911,1176*1020*1515mm,174lbs/78.75kg,171kg,211kg,1.3,photos/Price_List_M2-1010B_p8.png,images/M2-1010B - Seated Biceps Curl/01 - Seated Biceps Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,57
Price_List,8,12,M2-1011A,Seated Triceps Extension,US$888,1660*1050*1515mm,263lbs/119.25kg,140kg,180kg,1.4,photos/Price_List_M2-1011A_p8.png,images/M2-1011A - Seated Triceps Extension/01 - Seated Triceps Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,57
Price_List,8,13,M2-1011B,Seated Triceps Extension,US$896,1020*928*1515mm,263lbs/119.25kg,165kg,205kg,1.5,photos/Price_List_M2-1011B_p8.png,images/M2-1011B - Seated Triceps Extension/01 - Seated Triceps Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,58
Price_List,8,14,M2-1012,Pectoral Machine,US$913,1650*1175*1515mm,263lbs/119.25kg,130kg,170kg,1.5,photos/Price_List_M2-1012_p8.png,images/M2-1012 - Pectoral Machine/01 - Pectoral Machine.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,58
Price_List,8,15,M2-1013,Lat Pull Down,US$913,1970*1135*1887mm,263lbs/119.25kg,167kg,207kg,1.8,photos/Price_List_M2-1013_p8.png,images/M2-1013 - Lat Pull Down/01 - Lat Pull Down.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,58
Price_List,8,16,M2-1013A,Lat Pull Down,US$846,1325*1255*2215mm,263lbs/119.25kg,135kg,175kg,1.1,photos/Price_List_M2-1013A_p8.png,images/M2-1013A - Lat Pull Down/01 - Lat Pull Down.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,59
Price_List,8,17,M2-1014,Multi Hip,US$936,1180*1125*1615mm,263lbs/119.25kg,220kg,260kg,1.7,photos/Price_List_M2-1014_p8.png,images/M2-1014 - Multi Hip/01 - Multi Hip.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,59
Price_List,8,18,M2-1015,Seated Row/Rear Delt,US$874,1480*940*1515mm,263lbs/119.25kg,140kg,180kg,1.5,photos/Price_List_M2-1015_p8.png,images/M2-1015 - Seated Row_Rear Delt/01 - Seated Row_Rear Delt.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,59
Price_List,8,19,M2-1016,Back Extension,US$882,1340*980*1515mm,293lbs/132.75kg,147kg,187kg,1.2,photos/Price_List_M2-1016_p8.png,images/M2-1016 - Back Extension/01 - Back Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,60
Price_List,9,20,M2-1017,Pec Fly/Rear Delt,US$848,1400*1280*1850mm,218lbs/99kg,145kg,185kg,1.2,photos/Price_List_M2-1017_p9.png,images/M2-1017 - Pec Fly_Rear Delt/01 - Pec Fly_Rear Delt.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,60
Price_List,9,21,M2-1018,Seated Low Row,US$846,1810*1185*2015mm,293lbs/132.75kg,125kg,165kg,1.1,photos/Price_List_M2-1018_p9.png,images/M2-1018 - Seated Low Row/01 - Seated Low Row.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,60
Price_List,9,22,M2-1019,Standing Calf Raise,US$846,1108*1018*1633mm,263lbs/119.25kg,123kg,163kg,1.2,photos/Price_List_M2-1019_p9.png,images/M2-1019 - Standing Calf Raise/01 - Standing Calf Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,61
Price_List,9,23,M2-1020,Chin/Dip Assist,US$846,1278*1202*2208mm,263lbs/119.25kg,210kg,250kg,1.5,photos/Price_List_M2-1020_p9.png,images/M2-1020 - Chin_Dip Assist/01 - Chin_Dip Assist.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,61
Price_List,9,24,M2-1021,Rotary Torso Rotation,US$817,1181*746*1615mm,263lbs/119.25kg,147kg,187kg,1.2,photos/Price_List_M2-1021_p9.png,images/M2-1021 - Rotary Torso Rotation/01 - Rotary Torso Rotation.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,61
Price_List,9,25,M2-1022,Glute Machine,US$874,1310*1108*1595mm,174lbs/78.75kg,155kg,195kg,0.8,photos/Price_List_M2-1022_p9.png,images/M2-1022 - Glute Machine/01 - Glute Machine.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,62
Price_List,9,26,M2-1023,Seated Leg Curl,US$964,1500*1077*1615mm,293lbs/132.75kg,160kg,200kg,1.3,photos/Price_List_M2-1023_p9.png,images/M2-1023 - Seated Leg Curl/01 - Seated Leg Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,62
Price_List,10,1,RS-1001,Bench Press,US$800,1498*1076*1778mm,/,140kg,180kg,0.9,photos/Price_List_RS-1001_p10.png,images/RS-1001 - Bench Press/01 - Bench Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,71
Price_List,10,2,RS-1002,Chest/Back,US$855,1887*1764*2127mm,/,174kg,214kg,1.1,photos/Price_List_RS-1002_p10.png,images/RS-1002 - Chest_Back/01 - Chest_Back.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,71
Price_List,10,3,RS-1003,Decline Chest Press,US$828,1710*1580*1777mm,/,170kg,210kg,1.5,photos/Price_List_RS-1003_p10.png,images/RS-1003 - Decline Chest Press/01 - Decline Chest Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,71
Price_List,10,4,RS-1004,Level Row,US$800,1674*1472*2106mm,/,160kg,200kg,1.3,photos/Price_List_RS-1004_p10.png,images/RS-1004 - Level Row/01 - Level Row.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,72
Price_List,10,5,RS-1005,Frong Lat Pulldown,US$800,1620*1400*2075mm,/,150kg,190kg,1,photos/Price_List_RS-1005_p10.png,images/RS-1005 - Frong Lat Pulldown/01 - Frong Lat Pulldown.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,72
Price_List,10,6,RS-1006,High Row,US$828,1778*1490*2085mm,/,175kg,215kg,1.5,photos/Price_List_RS-1006_p10.png,images/RS-1006 - High Row/01 - High Row.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,72
Price_List,10,7,RS-1007,Horizontal Bench Press,US$607,1707*1905*1195mm,/,155kg,195kg,1.1,photos/Price_List_RS-1007_p10.png,images/RS-1007 - Horizontal Bench Press/01 - Horizontal Bench Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,73
Price_List,11,8,RS-1008,Incline Chest Press,US$847,1707*1400*1933mm,/,133kg,173kg,0.9,photos/Price_List_RS-1008_p11.png,images/RS-1008 - Incline Chest Press/01 - Incline Chest Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,73
Price_List,11,9,RS-1009,Low Row,US$773,1646*1323*1728mm,/,135kg,175kg,1,photos/Price_List_RS-1009_p11.png,images/RS-1009 - Low Row/01 - Low Row.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,73
Price_List,11,10,RS-1010,Sissy Squat,US$267,1486*827*540mm,/,44kg,84kg,0.6,photos/Price_List_RS-1010_p11.png,images/RS-1010 - Sissy Squat/01 - Sissy Squat.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,74
Price_List,11,11,RS-1011,Rowing,US$745,1640*1445*1445mm,/,143kg,183kg,0.9,photos/Price_List_RS-1011_p11.png,images/RS-1011 - Rowing/01 - Rowing.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,74
Price_List,11,12,RS-1012A,Shoulder Press,US$828,1130*1827*1921mm,/,144kg,184kg,1,photos/Price_List_RS-1012A_p11.png,images/RS-1012A - Shoulder Press/01 - Shoulder Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,74
Price_List,11,13,RS-1012B,Shoulder Press,US$828,1315*1796*1335mm,/,150kg,190kg,1,photos/Price_List_RS-1012B_p11.png,images/RS-1012B - Shoulder Press/01 - Shoulder Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,75
Price_List,11,14,RS-1013,Supler Incline Press,US$828,1365*1820*1550mm,/,121kg,161kg,1,photos/Price_List_RS-1013_p11.png,images/RS-1013 - Supler Incline Press/01 - Supler Incline Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,75
Price_List,11,15,RS-1014,Wide Chest,US$855,1433*1680*1700mm,/,172kg,212kg,1.4,photos/Price_List_RS-1014_p11.png,images/RS-1014 - Wide Chest/01 - Wide Chest.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,75
Price_List,11,16,RS-1015,Wide Pulldown,US$800,1808*1265*1915mm,/,154kg,194kg,1,photos/Price_List_RS-1015_p11.png,images/RS-1015 - Wide Pulldown/01 - Wide Pulldown.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,76
Price_List,11,17,RS-1016,Lateral Raise,US$662,1230*1165*1320mm,/,110kg,150kg,0.5,photos/Price_List_RS-1016_p11.png,images/RS-1016 - Lateral Raise/01 - Lateral Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,76
Price_List,12,18,RS-1017A,Pullover,US$883,1040*1540*1510mm,/,168kg,208kg,1.2,photos/Price_List_RS-1017A_p12.png,images/RS-1017A - Pullover/01 - Pullover.png,Fallback from supplied price-list PDF (no matching image in 2025 web catalog),,
Price_List,12,19,RS-1017B,PULLOVER,US$805,,/,,,,photos/Price_List_RS-1017B_p12.png,images/RS-1017B - PULLOVER/01 - PULLOVER.png,Fallback from supplied price-list PDF (no matching image in 2025 web catalog),,
Price_List,12,20,RS-1018,Seated Biceps Curl,US$579,1265*1376*1050mm,/,108kg,148kg,0.9,photos/Price_List_RS-1018_p12.png,images/RS-1018 - Seated Biceps Curl/01 - Seated Biceps Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,77
Price_List,12,21,RS-1019,Standing Calf Raise,US$552,1105*1080*1755mm,/,105kg,145kg,0.6,photos/Price_List_RS-1019_p12.png,images/RS-1019 - Standing Calf Raise/01 - Standing Calf Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,77
Price_List,12,22,RS-1020,Standing Calf Raise,US$657,1305*1272*1765mm,/,147kg,187kg,0.9,photos/Price_List_RS-1020_p12.png,images/RS-1020 - Standing Calf Raise/01 - Standing Calf Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,77
Price_List,12,23,RS-1021,Prone Leg Curl,US$563,1488*1550*910mm,/,68kg,108kg,0.9,photos/Price_List_RS-1021_p12.png,images/RS-1021 - Prone Leg Curl/01 - Prone Leg Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,78
Price_List,12,24,RS-1022,Seated Leg Extension,US$717,1664*1745*1215mm,/,134kg,174kg,0.7,photos/Price_List_RS-1022_p12.png,images/RS-1022 - Seated Leg Extension/01 - Seated Leg Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,78
Price_List,12,25,RS-1023,Leg Press,US$938,1335*1895*1475mm,/,194kg,234kg,1.2,photos/Price_List_RS-1023_p12.png,images/RS-1023 - Leg Press/01 - Leg Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,78
Price_List,12,26,RS-1024,Leg Extension,US$717,1556*1922*1160mm,/,113kg,153kg,1.5,photos/Price_List_RS-1024_p12.png,images/RS-1024 - Leg Extension/01 - Leg Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,79
Price_List,12,27,RS-1025,Super Horizontal Calf,US$745,1430*1600*1377mm,/,144kg,184kg,1.5,photos/Price_List_RS-1025_p12.png,images/RS-1025 - Super Horizontal Calf/01 - Super Horizontal Calf.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,79
Price_List,13,28,RS-1026,V-Squat,US$938,1540*1525*2165mm,/,130kg,170kg,2.1,photos/Price_List_RS-1026_p13.png,images/RS-1026 - V-Squat/01 - V-Squat.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,79
Price_List,13,29,RS-1027C,Smith Machine with Power Rack (Counter Balance),"US$1,711",2265*1695*2285mm,/,185kg,225kg,2.1,photos/Price_List_RS-1027C_p13.png,images/RS-1027C - Smith Machine with Power Rack (Counter Balance)/01 - Smith Machine with Power Rack (Counter Balance).png,Fallback from supplied price-list PDF (no matching image in 2025 web catalog),,
Price_List,13,30,RS-1028,Squat & Lunge,US$579,1347*1636*1000mm,/,97kg,137kg,0.6,photos/Price_List_RS-1028_p13.png,images/RS-1028 - Squat & Lunge/01 - Squat & Lunge.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,80
Price_List,13,31,RS-1029,Leg Press,"US$1,021",2212*1713*1490mm,/,216kg,256kg,1.7,photos/Price_List_RS-1029_p13.png,images/RS-1029 - Leg Press/01 - Leg Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,80
Price_List,13,32,RS-1030,Kneeling Leg Curl,US$670,1632*1040*1360mm,/,148kg,188kg,0.8,photos/Price_List_RS-1030_p13.png,images/RS-1030 - Kneeling Leg Curl/01 - Kneeling Leg Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,81
Price_List,13,33,RS-1031,Triceps Extension,US$635,1471*1510*965mm,/,108kg,148kg,0.7,photos/Price_List_RS-1031_p13.png,images/RS-1031 - Triceps Extension/01 - Triceps Extension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,81
Price_List,13,34,RS-1032,Seated Standing Shrug,US$690,1300*1501*1100mm,/,100kg,140kg,0.7,photos/Price_List_RS-1032_p13.png,images/RS-1032 - Seated Standing Shrug/01 - Seated Standing Shrug.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,81
Price_List,13,35,RS-1033,Hack Squat,"US$1,076",2450*1410*1180mm,/,135kg,175kg,1.4,photos/Price_List_RS-1033_p13.png,images/RS-1033 - Hack Squat/01 - Hack Squat.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,82
Price_List,13,36,RS-1034,Tibia Dorsal Flextion,US$124,395*1175*400mm,/,20kg,60kg,0.2,photos/Price_List_RS-1034_p13.png,images/RS-1034 - Tibia Dorsal Flextion/01 - Tibia Dorsal Flextion.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,82
Price_List,13,37,RS-1035,Both Way Squats,US$993,1940*1550*1565mm,/,190kg,230kg,1.6,photos/Price_List_RS-1035_p13.png,images/RS-1035 - Both Way Squats/01 - Both Way Squats.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,82
Price_List,14,38,RS-1036,Foream Tension,US$262,1232*625*980mm,/,32kg,72kg,0.4,photos/Price_List_RS-1036_p14.png,images/RS-1036 - Foream Tension/01 - Foream Tension.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,83
Price_List,14,39,RS-1037,Abdominal Crunch,US$717,1450*1300*1625mm,/,103kg,143kg,0.7,photos/Price_List_RS-1037_p14.png,images/RS-1037 - Abdominal Crunch/01 - Abdominal Crunch.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,83
Price_List,14,40,RS-1038,Abductor,US$800,1810*1827*1285mm,/,112kg,152kg,0.7,photos/Price_List_RS-1038_p14.png,images/RS-1038 - Abductor/01 - Abductor.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,83
Price_List,14,41,RS-1039,Vertical Leg Press,"US$1,352",1810*1700*2155mm,/,260kg,300kg,1.8,photos/Price_List_RS-1039_p14.png,images/RS-1039 - Vertical Leg Press/01 - Vertical Leg Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,84
Price_List,14,42,RS-1040,4-Way neck,US$662,995*1575*1635mm,/,139kg,179kg,0.7,photos/Price_List_RS-1040_p14.png,images/RS-1040 - 4-Way neck/01 - 4-Way neck.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,84
Price_List,14,43,RS-1041,Olympic Mulitary Bench,US$579,1640*1290*1705mm,/,120kg,160kg,0.6,photos/Price_List_RS-1041_p14.png,images/RS-1041 - Olympic Mulitary Bench/01 - Olympic Mulitary Bench.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,84
Price_List,14,44,RS-1042,Chin Up&Dip,US$662,1395*1160*2265mm,/,109kg,149kg,0.9,photos/Price_List_RS-1042_p14.png,images/RS-1042 - Chin Up&Dip/01 - Chin Up&Dip.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,85
Price_List,14,45,RS-1043,Olympic Power Rack,US$717,1545*1853*2400mm,/,162kg,202kg,0.6,photos/Price_List_RS-1043_p14.png,images/RS-1043 - Olympic Power Rack/01 - Olympic Power Rack.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,85
Price_List,14,46,RS-1044,Half Rack,US$745,1455*1650*2370mm,/,137kg,177kg,0.7,photos/Price_List_RS-1044_p14.png,images/RS-1044 - Half Rack/01 - Half Rack.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,85
Price_List,14,47,RS-1045,Power Cage,US$690,1270*1315*2365mm,/,157kg,197kg,1.3,photos/Price_List_RS-1045_p14.png,images/RS-1045 - Power Cage/01 - Power Cage.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,86
Price_List,15,48,RS-1046,POWER CAGE,US$911,,/,,,,photos/Price_List_RS-1046_p15.png,images/RS-1046 - POWER CAGE/01 - POWER CAGE.png,Fallback from supplied price-list PDF (no matching image in 2025 web catalog),,
Price_List,15,49,RS-1047,Multi Function Power Cage,"US$1,049",1735*2200*2355mm,/,191kg,231kg,0.9,photos/Price_List_RS-1047_p15.png,images/RS-1047 - Multi Function Power Cage/01 - Multi Function Power Cage.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,86
Price_List,15,50,RS-1047B,MULTI FUNCTION POWER CAGE,"US$1,152",,/,,,,photos/Price_List_RS-1047B_p15.png,images/RS-1047B - MULTI FUNCTION POWER CAGE/01 - MULTI FUNCTION POWER CAGE.png,Fallback from supplied price-list PDF (no matching image in 2025 web catalog),,
Price_List,15,51,RS-1048,Pectoral Machine,US$607,1515*1443*1015mm,/,80kg,120kg,0.9,photos/Price_List_RS-1048_p15.png,images/RS-1048 - Pectoral Machine/01 - Pectoral Machine.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,86
Price_List,15,52,RS-1049A,Buttocks Bridge,US$607,1600*1520*800mm,/,95kg,135kg,0.8,photos/Price_List_RS-1049A_p15.png,images/RS-1049A - Buttocks Bridge/01 - Buttocks Bridge.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,87
Price_List,15,53,RS-1050,Standing Lateral Raise,US$800,2000*824*1655mm,/,175kg,215kg,0.8,photos/Price_List_RS-1050_p15.png,images/RS-1050 - Standing Lateral Raise/01 - Standing Lateral Raise.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,87
Price_List,16,1,LD-1001,Chest Press,"US$1,309",1350*1550*1830mm,/,153kg,193kg,1.2,photos/Price_List_LD-1001_p16.png,images/LD-1001 - Chest Press/01 - Chest Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,24
Price_List,16,2,LD-1002,Horizontal Bench Press,"US$1,440",1880*1950*850mm,/,165kg,205kg,1,photos/Price_List_LD-1002_p16.png,images/LD-1002 - Horizontal Bench Press/01 - Horizontal Bench Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,24
Price_List,16,3,LD-1003,Shoulder Press,"US$1,362",1650*1600*1435mm,/,210kg,250kg,1.2,photos/Price_List_LD-1003_p16.png,images/LD-1003 - Shoulder Press/01 - Shoulder Press.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,24
Price_List,16,4,LD-1004,Lateral Raise /Rear Deltoid,"US$1,056",2100*810*1710mm,/,160kg,200kg,0.8,photos/Price_List_LD-1004_p16.png,images/LD-1004 - Lateral Raise _Rear Deltoid/01 - Lateral Raise _Rear Deltoid.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,25
Price_List,16,5,LD-1005,Seated Biceps Curl,US$776,1100*1420*1060mm,/,128kg,168kg,1.1,photos/Price_List_LD-1005_p16.png,images/LD-1005 - Seated Biceps Curl/01 - Seated Biceps Curl.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,25
Price_List,16,6,LD-1006,High Row,"US$1,349",2000*900*2050mm,/,196kg,236kg,1.6,photos/Price_List_LD-1006_p16.png,images/LD-1006 - High Row/01 - High Row.jpeg,Official Realleader 2025 web catalog,https://realleadergym.com/album-dc15060.html,26
